	en	Found	Not_found	Found_ratio
217	Antipatris	0	4	0.0
218	Anub	0	1	0.0
219	Aphek	0	8	0.0
220	Aphekah	0	1	0.0
221	Aphiah	0	1	0.0
222	Aphik	0	1	0.0
223	Apollonia	0	1	0.0
224	Apollos	0	1	0.0
225	Appaim	0	2	0.0
226	Apphia	0	1	0.0
227	Ar	6	0	1.0
228	Ara	1	0	1.0
229	Arab	9	2	0.8181818181818182
230	Arabah	0	24	0.0
231	Arabia	5	0	1.0
232	Arad	3	2	0.6
233	Arah	0	4	0.0
234	Aram	6	118	0.04838709677419355
235	Aram of Damascus	0	3	0.0
236	Aram-zobah	0	3	0.0
237	Aramaic	0	4	0.0
238	Aramean	0	12	0.0
239	Aran	1	1	0.5
240	Ararat	2	2	0.5
241	Araunah	0	7	0.0
242	Arbathite	2	0	1.0
243	Arbite	0	1	0.0
244	Archelaus	0	1	0.0
245	Archippus	0	5	0.0
246	Ard	0	2	0.0
247	Ardite	0	1	0.0
248	Ardon	1	0	1.0
249	Areli	1	1	0.5
250	Arelite	0	1	0.0
251	Areopagus	0	1	0.0
252	Argob	5	0	1.0
253	Aridai	1	0	1.0
254	Aridatha	1	0	1.0
255	Arieh	0	1	0.0
256	Ariel	4	0	1.0
257	Arioch	6	0	1.0
258	Arisai	1	0	1.0
259	Aristarchus	0	1	0.0
260	Aristobulus	0	4	0.0
261	Arkite	0	8	0.0
262	Armageddon	0	5	0.0
263	Armoni	1	0	1.0
264	Arnan	1	0	1.0
265	Arnon	13	10	0.5652173913043478
266	Arod	1	0	1.0
267	Arodi	1	0	1.0
268	Arodite	1	0	1.0
269	Aroer	12	0	1.0
270	Aroerite	0	1	0.0
271	Arpachshad	0	9	0.0
272	Arpad	0	6	0.0
273	Artaxerxes	16	0	1.0
274	Artemas	0	1	0.0
275	Arubboth	0	1	0.0
276	Arumah	0	1	0.0
277	Arvad	0	2	0.0
278	Arvadite	0	2	0.0
279	Arza	0	1	0.0
280	Asa	43	9	0.8269230769230769
281	Asahel	2	15	0.11764705882352941
282	Asaiah	0	8	0.0
283	Asaph	33	8	0.8048780487804879
284	Asarel	0	1	0.0
285	Asarelah	0	1	0.0
286	Ascent of Akrabbim	0	3	0.0
287	Asenath	0	3	0.0
288	Ashan	0	4	0.0
289	Ashbel	0	3	0.0
290	Ashbelite	0	1	0.0
291	Ashdod	0	15	0.0
292	Ashdodite	0	7	0.0
293	Asher	0	45	0.0
294	Asherah	0	7	0.0
295	Asherite	0	1	0.0
296	Ashhur	0	2	0.0
297	Ashima	0	1	0.0
298	Ashkelon	0	11	0.0
299	Ashkelonite	0	1	0.0
300	Ashkenaz	0	3	0.0
301	Ashnah	0	2	0.0
302	Ashpenaz	0	1	0.0
303	Ashtaroth	0	6	0.0
304	Ashterathite	0	1	0.0
305	Ashteroth-Karnaim	0	1	0.0
306	Ashtoreth	0	9	0.0
307	Ashurite	0	1	0.0
308	Ashvath	0	1	0.0
309	Asia	1	0	1.0
310	Asian	0	2	0.0
311	Asiel	1	0	1.0
312	Asnah	0	1	0.0
313	Aspatha	0	1	0.0
314	Asriel	1	2	0.3333333333333333
315	Asrielite	1	0	1.0
316	Asshur	0	2	0.0
317	Asshurim	0	1	0.0
318	Assir	0	4	0.0
319	Assyria	133	10	0.9300699300699301
320	Asyncritus	0	2	0.0
321	Atarah	0	1	0.0
322	Ataroth	2	0	1.0
323	Ataroth-Addar	2	0	1.0
324	Ater	2	3	0.4
325	Athach	1	0	1.0
326	Athaiah	0	1	0.0
327	Athaliah	0	17	0.0
328	Atharim	0	1	0.0
329	Athens	1	1	0.5
330	Athlai	0	1	0.0
331	Atroth Beth Joab	0	1	0.0
332	Atroth-Shophan	0	1	0.0
333	Attai	0	4	0.0
334	Augustus	0	1	0.0
335	Avith	2	0	1.0
336	Avva	0	1	0.0
337	Avvim	0	4	0.0
338	Ayyah	0	2	0.0
339	Azaliah	0	2	0.0
340	Azaniah	0	1	0.0
341	Azarel	0	6	0.0
342	Azariah	0	47	0.0
343	Azaz	1	0	1.0
344	Azaziah	0	3	0.0
345	Azbuk	0	1	0.0
346	Azekah	0	7	0.0
347	Azel	0	7	0.0
348	Azgad	3	1	0.75
349	Aziel	0	1	0.0
350	Aziza	0	1	0.0
351	Azmaveth	3	5	0.375
352	Azmon	0	3	0.0
353	Aznoth-Tabor	0	1	0.0
354	Azriel	0	3	0.0
355	Azrikam	0	6	0.0
356	Azubah	0	4	0.0
357	Azzan	0	1	0.0
358	Azzur	0	3	0.0
359	Baal	76	5	0.9382716049382716
360	Baal-Berith	0	2	0.0
361	Baal-Gad	0	3	0.0
362	Baal-Hamon	0	1	0.0
363	Baal-Hanan	0	5	0.0
364	Baal-Hazor	0	1	0.0
365	Baal-Hermon	0	2	0.0
366	Baal-Meon	0	3	0.0
367	Baal-Peor	0	6	0.0
368	Baal-Perazim	0	2	0.0
369	Baal-Shalishah	0	1	0.0
370	Baal-Tamar	0	1	0.0
371	Baal-Zephon	0	3	0.0
372	Baal-zebub	0	4	0.0
373	Baalah	0	5	0.0
374	Baalath	1	2	0.3333333333333333
375	Baalath-Beer	0	1	0.0
376	Baale-Judah	0	1	0.0
377	Baalis	1	0	1.0
378	Baana	1	1	0.5
379	Baanah	0	10	0.0
380	Baara	0	1	0.0
381	Baaseiah	0	1	0.0
382	Baasha	0	28	0.0
383	Babel	1	258	0.003861003861003861
384	Babylonian	1	0	1.0
385	Baharumite	0	1	0.0
386	Bahurim	4	1	0.8
387	Bakbakkar	0	1	0.0
388	Bakbuk	0	2	0.0
389	Bakbukiah	0	3	0.0
390	Balaam	36	32	0.5294117647058824
391	Baladan	2	0	1.0
392	Balah	0	1	0.0
393	Balak	0	43	0.0
394	Bamoth	2	0	1.0
395	Bamoth Baal	0	2	0.0
396	Bani	8	6	0.5714285714285714
397	Bar-Jesus	0	4	0.0
398	Bar-Jona	0	1	0.0
399	Barachel	2	0	1.0
400	Barachiah	0	11	0.0
401	Barak	0	14	0.0
402	Bariah	0	1	0.0
403	Barkos	0	2	0.0
404	Barnabas	0	1	0.0
405	Barsabbas	0	29	0.0
406	Bartholomew	0	1	0.0
407	Bartimaeus	0	1	0.0
408	Baruch	22	2	0.9166666666666666
409	Barzillai	0	10	0.0
410	Basemath	7	0	1.0
411	Bashan	0	60	0.0
412	Bath-shua	0	2	0.0
413	Bathsheba	0	11	0.0
414	Bavvai	0	1	0.0
415	Bazlith	0	1	0.0
416	Bazluth	0	1	0.0
417	Bealiah	0	1	0.0
418	Bealoth	0	2	0.0
419	Bebai	3	2	0.6
420	Becher	1	3	0.25
421	Becherite	1	0	1.0
422	Becorath	0	1	0.0
423	Bedad	0	2	0.0
424	Bedan	0	2	0.0
425	Bediah	0	1	0.0
426	Beeliada	0	1	0.0
427	Beer	0	2	0.0
428	Beer-Elim	0	1	0.0
429	Beer-Lahai-Roi	0	3	0.0
430	Beerah	0	1	0.0
431	Beeri	2	0	1.0
432	Beeroth	0	5	0.0
433	Beeroth Benejaakan	0	1	0.0
434	Beersheba	0	34	0.0
435	Beeshterah	0	1	0.0
436	Bel	3	0	1.0
437	Bela	7	7	0.5
438	Belaite	1	0	1.0
439	Beliar	0	7	0.0
440	Belshazzar	0	8	0.0
441	Belteshazzar	0	10	0.0
442	Ben	1	0	1.0
443	Ben-Abinadab	0	1	0.0
444	Ben-Ammi	0	1	0.0
445	Ben-Deker	0	1	0.0
446	Ben-Geber	0	1	0.0
447	Ben-Hadad	0	23	0.0
448	Ben-Hail	0	1	0.0
449	Ben-Hanan	0	1	0.0
450	Ben-Hesed	0	1	0.0
451	Ben-Hur	0	1	0.0
452	Ben-Oni	0	1	0.0
453	Ben-Zoheth	0	1	0.0
454	Benaiah	0	41	0.0
455	Bene Jaakan	0	2	0.0
456	Bene-Berak	0	1	0.0
457	Beninu	0	1	0.0
458	Benjamin	140	19	0.8805031446540881
459	Benjaminite	0	13	0.0
460	Beon	1	0	1.0
461	Beor	5	6	0.45454545454545453
462	Bera	1	1	0.5
463	Beracah	0	1	0.0
464	Beraiah	0	1	0.0
465	Berean	0	3	0.0
466	Berechiah	0	6	0.0
467	Bered	0	2	0.0
468	Berekiah	0	4	0.0
469	Beri	1	0	1.0
470	Beriah	0	10	0.0
471	Beriites	0	1	0.0
472	Berites	0	1	0.0
473	Bernice	0	4	0.0
474	Berothah	0	1	0.0
475	Berothai	0	1	0.0
476	Besai	1	1	0.5
477	Besodeiah	0	1	0.0
478	Besor	3	0	1.0
479	Betah	0	1	0.0
480	Beten	1	0	1.0
481	Beth Zur	0	4	0.0
482	Beth-Anath	0	2	0.0
483	Beth-Anoth	0	1	0.0
484	Beth-Arabah	0	3	0.0
485	Beth-Arbel	0	1	0.0
486	Beth-Ashbea	0	1	0.0
487	Beth-Aven	0	7	0.0
488	Beth-Azmaveth	0	1	0.0
489	Beth-Baal-Meon	0	1	0.0
490	Beth-Barah	0	1	0.0
491	Beth-Biri	0	1	0.0
492	Beth-Car	0	1	0.0
493	Beth-Dagon	0	2	0.0
494	Beth-Diblataim	0	1	0.0
495	Beth-Eden	0	1	0.0
496	Beth-Eked	0	1	0.0
497	Beth-Emek	0	1	0.0
498	Beth-Ezel	0	1	0.0
499	Beth-Gader	0	2	0.0
500	Beth-Gamul	0	1	0.0
501	Beth-Gilgal	0	1	0.0
502	Beth-Haccherem	0	2	0.0
503	Beth-Hanan	0	1	0.0
504	Beth-Haram	0	1	0.0
505	Beth-Haran	0	1	0.0
506	Beth-Hoglah	0	3	0.0
507	Beth-Horon	11	2	0.8461538461538461
508	Beth-Jeshimoth	0	4	0.0
509	Beth-Leaphrah	0	1	0.0
510	Beth-Lebaoth	0	1	0.0
511	Beth-Marcaboth	0	2	0.0
512	Beth-Meon	0	1	0.0
513	Beth-Nimrah	0	2	0.0
514	Beth-Pazez	0	1	0.0
515	Beth-Pelet	0	2	0.0
516	Beth-Peor	0	4	0.0
517	Beth-Rapha	0	1	0.0
518	Beth-Rehob	0	1	0.0
519	Beth-Shan	0	3	0.0
520	Beth-Shean	0	5	0.0
521	Beth-Shemesh	0	21	0.0
522	Beth-Shittah	0	1	0.0
523	Beth-Tappuah	0	1	0.0
524	Bethany	0	3	0.0
525	Bethel	57	8	0.8769230769230769
526	Bethelite	0	1	0.0
527	Bethlehem	40	2	0.9523809523809523
528	Bethlehemite	3	1	0.75
529	Bethphage	0	7	0.0
530	Bethsaida	0	8	0.0
531	Bethuel	0	10	0.0
532	Bethul	1	0	1.0
533	Bethzatha	0	11	0.0
534	Betonim	1	0	1.0
535	Bezai	0	3	0.0
536	Bezalel	0	9	0.0
537	Bezek	0	3	0.0
538	Bezer	0	4	0.0
539	Bichri	0	8	0.0
540	Bidkar	0	1	0.0
541	Bigtha	0	1	0.0
542	Bigthan	0	2	0.0
543	Bigvai	0	6	0.0
544	Bildad	0	5	0.0
545	Bileam	0	1	0.0
546	Bilgah	0	3	0.0
547	Bilgai	0	1	0.0
548	Bilhah	0	11	0.0
549	Bilhan	0	3	0.0
550	Bilshan	0	2	0.0
551	Bimhal	0	1	0.0
552	Binea	0	2	0.0
553	Binnui	0	7	0.0
554	Birsha	0	1	0.0
555	Birzaith	0	2	0.0
556	Bishlam	0	1	0.0
557	Bitiah	0	1	0.0
558	Biziothiah	0	1	0.0
559	Biztha	0	1	0.0
560	Boaz	0	22	0.0
561	Bocheru	0	2	0.0
562	Bochim	0	2	0.0
563	Bohan	0	2	0.0
564	Bor-Ashan	0	1	0.0
565	Bozez	0	1	0.0
566	Bozqath	0	2	0.0
567	Bozrah	0	8	0.0
568	Bukki	0	4	0.0
569	Bukkiah	0	2	0.0
570	Bunah	0	1	0.0
571	Bunni	0	3	0.0
572	Buz	2	1	0.6666666666666666
573	Buzi	0	1	0.0
574	Buzite	2	0	1.0
575	Cabbon	0	1	0.0
576	Cabul	1	1	0.5
577	Caesar	15	0	1.0
578	Caesarea	1	1	0.5
579	Cain	13	3	0.8125
580	Cainan	1	2	0.3333333333333333
581	Calah	0	2	0.0
582	Calcol	0	2	0.0
583	Caleb	33	2	0.9428571428571428
584	Caleb Ephrathah	0	1	0.0
585	Calebite	0	1	0.0
586	Calneh	0	2	0.0
587	Calno	0	1	0.0
588	Cana	0	1	0.0
589	Canaan	1	89	0.011111111111111112
590	Canaanite	0	69	0.0
591	Candace	0	4	0.0
592	Canneh	0	1	0.0
593	Capernaum	0	1	0.0
594	Caphtor	0	3	0.0
595	Caphtorim	1	2	0.3333333333333333
596	Cappadocia	0	1	0.0
597	Carchemish	0	3	0.0
598	Carite	0	2	0.0
599	Carkas	0	1	0.0
600	Carmel	20	1	0.9523809523809523
601	Carmi	0	8	0.0
602	Carmite	0	1	0.0
603	Carpus	0	3	0.0
604	Carshena	0	1	0.0
605	Casiphia	0	1	0.0
606	Casluhim	0	2	0.0
607	Chaldea	69	11	0.8625
608	Chaldean	13	2	0.8666666666666667
609	Chebar	0	8	0.0
610	Chedorlaomer	0	5	0.0
611	Chelal	0	1	0.0
612	Chelub	1	1	0.5
613	Chelubai	0	1	0.0
614	Cheluhi	0	1	0.0
615	Chemosh	0	8	0.0
616	Chenaanah	0	5	0.0
617	Chenani	0	1	0.0
618	Chenaniah	0	6	0.0
619	Chephar-Ammoni	0	1	0.0
620	Chephirah	0	4	0.0
621	Cheran	0	2	0.0
622	Cherethites	0	10	0.0
623	Cherith	0	2	0.0
624	Cherub	2	0	1.0
625	Chesalon	0	1	0.0
626	Chesed	0	1	0.0
627	Chesil	0	1	0.0
628	Chesulloth	0	1	0.0
629	Chezib	0	1	0.0
630	Chidon	1	0	1.0
631	Chileab	0	1	0.0
632	Chilion	0	3	0.0
633	Chilmad	0	1	0.0
634	Chimham	0	4	0.0
635	Chinnereth	0	7	0.0
636	Chislon	0	1	0.0
637	Chisloth-Tabor	0	1	0.0
638	Chitlish	0	1	0.0
639	Chuza	0	2	0.0
640	City of Salt	1	0	1.0
641	Claudia	0	1	0.0
642	Claudius	2	1	0.6666666666666666
643	Clement	0	1	0.0
644	Cnidus	0	1	0.0
645	Col-Hozeh	0	2	0.0
646	Coniah	0	3	0.0
647	Corinth	0	1	0.0
648	Cornelius	0	2	0.0
649	Cozbi	2	0	1.0
650	Cozeba	0	1	0.0
651	Cretan	0	1	0.0
652	Crete	1	1	0.5
653	Cun	0	1	0.0
654	Cush	0	30	0.0
655	Cushan	0	1	0.0
656	Cushan-Rishathaim	0	2	0.0
657	Cushi	0	2	0.0
658	Cushite	0	25	0.0
659	Cuth	1	0	1.0
660	Cuthah	0	1	0.0
661	Cyprus	1	2	0.3333333333333333
662	Cyrene	4	2	0.6666666666666666
663	Cyrus	23	0	1.0
664	Dabbesheth	0	1	0.0
665	Daberath	0	3	0.0
666	Dagon	6	0	1.0
667	Dalmatia	0	1	0.0
668	Dalphon	0	1	0.0
669	Damascene	0	1	0.0
670	Damascus	37	1	0.9736842105263158
671	Dan	61	7	0.8970588235294118
672	Daniel	68	27	0.7157894736842105
673	Danite	0	5	0.0
674	Dannah	0	1	0.0
675	Dara	1	0	1.0
676	Darda	0	1	0.0
677	Darius	31	4	0.8857142857142857
678	Darkon	0	2	0.0
679	Dathan	8	0	1.0
680	David	956	119	0.8893023255813953
681	Dead Sea	1	8	0.1111111111111111
682	Debir	0	11	0.0
683	Deborah	0	10	0.0
684	Decapolis	0	1	0.0
685	Dedan	5	4	0.5555555555555556
686	Dedanite	0	1	0.0
687	Delaiah	0	7	0.0
688	Delilah	0	6	0.0
689	Demetrius	2	3	0.4
690	Derbe	0	3	0.0
691	Deuel	0	4	0.0
692	Diblaim	0	1	0.0
693	Dibon	10	1	0.9090909090909091
694	Dibri	0	1	0.0
695	Diklah	0	2	0.0
696	Dilean	0	1	0.0
697	Dimnah	0	1	0.0
698	Dimon	0	1	0.0
699	Dimonah	0	1	0.0
700	Dinah	0	8	0.0
701	Dinhabah	0	2	0.0
702	Diotrephes	0	1	0.0
703	Diphath	0	1	0.0
704	Dishan	0	5	0.0
705	Dishon	0	7	0.0
706	Dizahab	0	1	0.0
707	Dodai	0	1	0.0
708	Dodanim	1	0	1.0
709	Dodavahu	0	1	0.0
710	Dodo	2	3	0.4
711	Doeg	3	2	0.6
712	Dophkah	0	2	0.0
713	Dor	6	0	1.0
714	Dothan	1	1	0.5
715	Dumah	0	3	0.0
716	Dura	1	0	1.0
717	Ebal	8	0	1.0
718	Ebed	0	6	0.0
719	Ebed-Melek	0	6	0.0
720	Ebenezer	0	3	0.0
721	Eber	14	1	0.9333333333333333
722	Ebez	0	1	0.0
723	Ebiasaph	0	3	0.0
724	Ecbatana	1	0	1.0
725	Eden	6	12	0.3333333333333333
726	Eder	4	0	1.0
727	Edom	85	15	0.85
728	Edomite	8	4	0.6666666666666666
729	Edrei	0	8	0.0
730	Eglah	0	2	0.0
731	Eglaim	0	1	0.0
732	Eglath-Shelishiyah	0	2	0.0
733	Eglon	12	0	1.0
734	Egypt	0	4	0.0
735	Egyptian	21	8	0.7241379310344828
736	Ehi	0	1	0.0
737	Ehud	0	10	0.0
738	Eker	0	1	0.0
739	Ekron	0	20	0.0
740	Ekronite	0	2	0.0
741	El Paran	0	1	0.0
742	Ela	1	0	1.0
743	Elad	1	0	1.0
744	Elah	0	13	0.0
745	Elam	27	2	0.9310344827586207
746	Elamite	1	0	1.0
747	Elath	2	3	0.4
748	Eldaah	0	2	0.0
749	Eldad	2	0	1.0
750	Eleadah	0	1	0.0
751	Elealeh	0	5	0.0
752	Eleasah	0	6	0.0
753	Eleazar	64	9	0.8767123287671232
754	Elhanan	0	4	0.0
755	Eli	27	3	0.9
756	Eliab	18	3	0.8571428571428571
757	Eliada	3	1	0.75
758	Eliahba	0	2	0.0
759	Eliakim	1	13	0.07142857142857142
760	Eliam	2	0	1.0
761	Eliasaph	6	0	1.0
762	Eliashib	0	17	0.0
763	Eliathah	0	2	0.0
764	Elidad	1	0	1.0
765	Eliehoenai	0	2	0.0
766	Eliel	6	3	0.6666666666666666
767	Elienai	0	1	0.0
768	Eliezer	14	1	0.9333333333333333
769	Elihoreph	1	0	1.0
770	Elihu	0	11	0.0
771	Elijah	0	70	0.0
772	Elika	0	1	0.0
773	Elim	5	1	0.8333333333333334
774	Elimelech	6	0	1.0
775	Elioenai	7	0	1.0
776	Eliphal	1	0	1.0
777	Eliphaz	14	1	0.9333333333333333
778	Eliphelehu	0	2	0.0
779	Eliphelet	5	3	0.625
780	Elisha	0	60	0.0
781	Elishah	0	3	0.0
782	Elishama	0	16	0.0
783	Elishaphat	0	1	0.0
784	Elisheba	0	1	0.0
785	Elishua	0	2	0.0
786	Eliud	0	1	0.0
787	Elizabeth	0	1	0.0
788	Elizaphan	0	4	0.0
789	Elizur	0	5	0.0
790	Elkanah	0	21	0.0
791	Elkoshite	0	1	0.0
792	Ellasar	0	2	0.0
793	Elmadam	0	2	0.0
794	Elnathan	7	0	1.0
795	Elon	6	2	0.75
796	Elonite	1	0	1.0
797	Eloth	0	3	0.0
798	Elpaal	0	3	0.0
799	Elpelet	0	1	0.0
800	Eltekeh	0	2	0.0
801	Eltekon	0	1	0.0
802	Eltolad	0	2	0.0
803	Elul	1	0	1.0
804	Eluzai	0	1	0.0
805	Elzabad	0	2	0.0
806	Elzaphan	0	2	0.0
807	Emek-Keziz	0	1	0.0
808	Emim	3	0	1.0
809	Emmaus	0	1	0.0
810	En Mishpat	0	1	0.0
811	En-Dor	0	3	0.0
812	En-Eglaim	0	1	0.0
813	En-Gannim	0	3	0.0
814	En-Gedi	0	6	0.0
815	En-Haddah	0	1	0.0
816	En-Hakkore	0	1	0.0
817	En-Hazor	0	1	0.0
818	En-Rimmon	0	1	0.0
819	En-Rogel	0	4	0.0
820	En-Shemesh	0	2	0.0
821	En-Tappuah	0	1	0.0
822	Enaim	0	2	0.0
823	Enam	0	1	0.0
824	Enan	5	0	1.0
825	Enoch	14	3	0.8235294117647058
826	Enosh	0	7	0.0
827	Epaphras	0	1	0.0
828	Epaphroditus	0	3	0.0
829	Ephah	0	5	0.0
830	Ephai	0	1	0.0
831	Epher	3	1	0.75
832	Ephes-Dammim	0	1	0.0
833	Ephlal	0	1	0.0
834	Ephod	1	0	1.0
835	Ephraim	165	18	0.9016393442622951
836	Ephrath	1	9	0.1
837	Ephrathite	3	2	0.6
838	Ephron	12	0	1.0
839	Er	7	0	1.0
840	Eran	1	0	1.0
841	Eranite	1	0	1.0
842	Erastus	2	0	1.0
843	Erech	0	1	0.0
844	Eri	2	0	1.0
845	Erite	1	0	1.0
846	Esarhaddon	0	3	0.0
847	Esau	64	40	0.6153846153846154
848	Eshan	0	1	0.0
